4.000000000000000000e+00,4.437999999999999723e+00,3.540000000000000036e+00,-1.209815883636474609e+01,-1.595686912536621094e+01,3.858710289001464844e+00
1.200000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.146618843078613281e+00,-8.090307235717773438e+00,-5.631160736083984375e-02
2.500000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.306327819824218750e+00,-7.587507247924804688e+00,-7.188205718994140625e-01
2.700000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.855799674987792969e+00,-9.419424057006835938e+00,5.636243820190429688e-01
2.900000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-9.347867965698242188e+00,-1.004125690460205078e+01,6.933889389038085938e-01
3.000000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-9.195763587951660156e+00,-9.602975845336914062e+00,4.072122573852539062e-01
4.800000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.352740287780761719e+00,-8.102082252502441406e+00,-2.506580352783203125e-01
4.000000000000000000e+00,4.437999999999999723e+00,3.540000000000000036e+00,-1.209815883636474609e+01,-1.595686912536621094e+01,3.858710289001464844e+00
1.200000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.146618843078613281e+00,-8.090307235717773438e+00,-5.631160736083984375e-02
2.500000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.306327819824218750e+00,-7.587507247924804688e+00,-7.188205718994140625e-01
2.700000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.855799674987792969e+00,-9.419424057006835938e+00,5.636243820190429688e-01
2.900000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-9.347867965698242188e+00,-1.004125690460205078e+01,6.933889389038085938e-01
3.000000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-9.195763587951660156e+00,-9.602975845336914062e+00,4.072122573852539062e-01
4.800000000000000000e+01,4.437999999999999723e+00,3.540000000000000036e+00,-8.352740287780761719e+00,-8.102082252502441406e+00,-2.506580352783203125e-01
4.000000000000000000e+00,4.437999999999999723e+00,3.540000000000000036e+00,-1.209815883636474609e+01,-1.595686912536621094e+01,3.858710289001464844e+00
